title,start_date,end_date,place,cast,runtime,age,tickets,story,genre,prstate,time
파리넬리 [강릉],2023.08.12,2023.08.13,2023.08.13,"루이스초이, 석재승, 김경수, 이준혁, 박소연, 여은, 이한밀 등",2시간 10분,만 13세 이상,"R석 60,000원, S석 40,000원, A석 20,000원",,뮤지컬,공연완료,토요일 ~ 일요일(15:00)
시카고 [대구],2023.08.25,2023.09.03,2023.09.03,"Logan Floyd, Katie Frieden, Jeff Brooks, illeana Kirven, Brian Kalinowski, G.A.James, Michelle Attardo 등",2시간 30분,만 14세 이상,"OP석 170,000원, VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 수요일(15:00,19:30), 토요일 ~ 일요일(14:00,18:30)"
파리넬리 [당진],2023.07.21,2023.07.22,2023.07.22,"루이스초이, 석재승, 김경수, 이준혁, 여은, 노희찬, 김주호 등",2시간 30분,만 13세 이상,"P석 50,000원, R석 30,000원, S석 20,000원, A석 10,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
맘마미아! [안산],2023.09.15,2023.09.17,2023.09.17,"최정원, 신영숙, 김환희, 최태이, 홍지민, 김영주, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
"10주년 기념공연, 레베카 [서울 한남]",2023.08.19,2023.11.19,2023.11.19,"류정한, 민영기, 에녹, 테이, 신영숙, 옥주현, 리사 등",2시간 50분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일(19:30), 목요일(19:30), 수요일(14:30,19:30), 금요일(14:30,19:30), 토요일(14:00,15:00,19:00), 일요일(15:00), HOL(15:00)"
"납량특집, 섹시동안클럽 콘서트 [마포]",2023.08.18,2023.08.19,2023.08.19,"최민철, 문종원, 최수형, 양준모, 조순창, 김대종, 하도권",2시간 30분,만 7세 이상,"OP석 110,000원, R석 110,000원, S석 88,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(17:00)"
맘마미아! [당진],2023.09.08,2023.09.10,2023.09.10,"박준면, 최정원, 김영주, 홍지민, 신영숙, 김환희, 최태이 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
맘마미아! [세종],2023.09.01,2023.09.03,2023.09.03,"박준면, 최정원, 김영주, 홍지민, 신영숙, 김환희, 최태이 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
핑크퐁과 아기상어의 생일파티 대소동 [광주],2023.07.22,2023.07.23,2023.07.23,"박해정, 김나정, 신상민, 김요한, 김지연",50분,24개월 이상,"R석 70,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
헬렌 앤 미 [안산],2023.09.08,2023.09.09,2023.09.09,"박선우, 이지원, 정문길, 안태준, 천우주, 노혜성, 박혜민 등",1시간 30분,만 7세 이상,"R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"금요일(10:00), 토요일(14:00)"
구텐버그 [대학로],2023.08.02,2023.10.22,2023.10.22,"정민, 최호승, 정욱진, 기세중, 선한국, 정휘",2시간,만 7세 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
곤 투모로우,2023.08.10,2023.10.22,2023.10.22,"강필석, 최재웅, 고훈정, 조형균, 김재범, 신성민, 백형훈 등",2시간 30분,만 7세 이상,"VIP석 130,000원, OP석 110,000원, R석 110,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(15:00,19:30), 일요일(14:00,18:30), HOL(14:00,18:30)"
캐리와 슈퍼걸스 [안성],2023.08.26,2023.08.27,2023.08.27,"윤태웅, 신정연, 김일우, 아년영, 김은아, 김예원, 박지효  등",1시간 5분,24개월 이상,"VIP석 70,000원, R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
캐리와 슈퍼걸스 [대전],2023.09.09,2023.09.10,2023.09.10,"윤태웅, 신정연, 김일우, 안현영, 김은아, 김예원, 박지효 등",1시간 5분,24개월 이상,"VIP석 70,000원, R석 60,000원, S석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
파리넬리 [부산],2023.09.23,2023.09.24,2023.09.24,"루이스초이, 석재승, 이준혁, 박소연, 여은, 유성재, 노희찬 등",2시간 30분,만 13세 이상,"R석 88,000원, S석 77,000원, A석 66,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,18:00)"
청사초롱 [대전],2023.07.20,2023.07.23,2023.07.23,"오승준, 이승우, 박민승, 장준혁, 이진샘, 박소윤",1시간 20분,만 7세 이상,"R석 20,000원, S석 10,000원",,뮤지컬,공연완료,"목요일 ~ 금요일(10:00,14:00), 토요일 ~ 일요일(14:00,17:00)"
트레드밀,2023.07.02,2023.09.17,2023.09.17,"정동화, 윤승우, 반정모, 김태형, 유태율, 김방언, 김준영 등",1시간 35분,만 13세 이상,"워싱존석 65,000원, R석 65,000원",,뮤지컬,공연완료,"월요일(20:00), 수요일 ~ 목요일(20:00), 금요일(16:00,20:00), 토요일(15:00,19:00), 일요일(16:30)"
빨래 [구미],2023.07.28,2023.07.29,2023.07.29,"장혜민, 노희찬, 강나리, 김송이, 이승헌, 박준성, 박정민 등",2시간 40분,만 7세 이상,"R석 20,000원, S석 10,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:30)"
맘마미아! [군산],2023.07.14,2023.07.15,2023.07.15,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 김경선 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00)"
프리다 [코엑스],2023.08.01,2023.10.15,2023.10.15,"김소향, 알리, 김히어라, 전수미, 리사, 스테파니, 임정희 등",1시간 50분,만 13세 이상,"OP석 90,000원, VIP석 90,000원, R석 80,000원, S석 70,000원",,뮤지컬,공연완료,"화요일(19:30), 목요일 ~ 금요일(19:30), 수요일(15:00,19:30), 토요일(15:00,19:30), 일요일(15:00,23:59), HOL(15:00,19:30)"
"PC-701, 6.25 전쟁의 영웅들 그 이야기 [창원]",2023.06.24,2023.06.25,2023.06.25,"박성규, 김은경, 박정민, 최예슬, 이지은, Laurent Ban 등",2시간,만 5세 이상,"R석 100,000원, S석 70,000원, A석 50,000원","[프로그램]

 

뮤지컬 오페라 PC-701 6.25전쟁의 영웅들 그 이야기 전4막

 

〈1막1장〉 “절망 중 울려 퍼지는 걸레의 노래”
〈1막2장〉 “영웅의 고뇌와 소망”
〈2막1장〉 “해군창설”
〈2막2장〉 “충무공의 후예들”
〈3막1장〉 “사랑의 노래 ? 바다로 가자”
〈3막2장〉 ＂인천상륙작전＂",뮤지컬,공연완료,"토요일(14:00,19:00), 일요일(17:00)"
레드북 [고양],2023.08.05,2023.08.06,2023.08.06,"옥주현, 박진주, 민경아, 송원근, 신성민, 박영수, 조풍래 등",2시간 40분,만 13세 이상,"VIP석 110,000원, R석 90,000원, S석 65,000원",,뮤지컬,공연완료,"토요일(14:00,18:30), 일요일(14:00)"
옹알스 [대학로],2023.06.24,2023.08.20,2023.08.20,"조수원, 하박, 조준우, 이경섭, 채경선, 최기섭, 최진영",1시간 10분,48개월 이상,"R석 50,000원, S석 40,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(13:00,16:00)"
파리넬리 [익산],2023.07.07,2023.07.08,2023.07.08,"루이스초이, 석재승, 이준혁, 여은, 유성재, 김주호, 이한밀 등",2시간 30분,만 13세 이상,"R석 60,000원, S석 40,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
신과함께: 저승편 [대구],2023.07.29,2023.07.30,2023.07.30,"권성찬, 윤태호, 이동규, 최인형, 서연정, 김용한, 금승훈 등",2시간 40분,만 7세 이상,"R석 70,000원, S석 50,000원, A석 30,000원, H석(시야장애석) 20,000원",,뮤지컬,공연완료,"토요일(19:30), 일요일(17:00)"
맘마미아! [익산],2023.08.04,2023.08.06,2023.08.06,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 김경선 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 금요일 ~ 토요일(14:00,19:00), 일요일(14:00)"
데스노트 [부산],2023.07.26,2023.08.06,2023.08.06,"홍광호, 고은성, 김준수, 김성철, 이영미, 장은아, 서경수 등",2시간 50분,만 13세 이상,"VIP석 160,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(19:00)"
"다시, 동물원",2023.06.24,2023.09.17,2023.09.17,"최승열, 송유택, 임호, 임강성, 강두, 김바다, 장민수 등",1시간 50분,만 7세 이상,"R석 88,000원, S석 66,000원",,뮤지컬,공연완료,"화요일 ~ 수요일(20:00), 목요일(16:00,20:00), 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
파리넬리 [공주],2023.07.14,2023.07.15,2023.07.15,"루이스초이, 김경수, 이준혁, 박소연, 유성재, 김주호, 이한밀 등",2시간 30분,만 14세 이상,"R석 50,000원, S석 30,000원, A석 10,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
시카고 [부산],2023.08.11,2023.08.20,2023.08.20,"벨마 켈리, 록시 하트, 빌리 플린, 마마 모튼, 에이모스 하트, 메리 선샤인 등",2시간 30분,만 13세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"수요일 ~ 금요일(19:30), 토요일(14:00,18:30), 일요일(14:00), HOL(14:00,18:30), 금요일(15:00,19:30)"
맘마미아! [거제],2023.07.21,2023.07.23,2023.07.23,"최정원, 신영숙, 김환희, 최태이, 홍지민, 김영주, 박준면 등",2시간 40분,만 7세 이상,"R석 130,000원, S석 100,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
여신님이 보고계셔 [세종],2023.08.18,2023.08.20,2023.08.20,"최호중, 성태준, 김현진, 양승리, 차용학, 안재영, 안지환 등",2시간,만 10세 이상,"OP석 88,000원, VIP석 88,000원, R석 66,000원, S석 44,000원, A석 33,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:30), 일요일(14:00)"
오즈,2023.07.11,2023.09.17,2023.09.17,"강찬, 이승헌, 황두현, 송유택, 윤은오, 홍성원, 송상훈 등",1시간 30분,만 7세 이상,"R석 60,000원, S석 50,000원, A석 40,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
식스 [세종],2023.07.01,2023.07.02,2023.07.02,"이아름솔, 손승연, 배수정, 박가람, 김지선, 김려원, 유주혜 등",1시간 20분,만 13세 이상,"OP석 120,000원, VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,18:00)"
몽연: 서동의 꽃,2023.06.02,2023.11.25,2023.11.25,"박동찬, 박준하, 김현지, 조은혜, 문종운, 한광희, 김응경 등",1시간 10분,만 7세 이상,"R석 30,000원, S석 20,000원",,뮤지컬,공연완료,"수요일 ~ 목요일(19:30), 금요일 ~ 토요일(15:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [서울(앵콜)],2023.07.27,2023.08.27,2023.08.27,"이정훈, 김선형, 이아영, 공귀경, 최현진, 최세인, 김혜경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
최고다 호기심딱지 [춘천],2023.08.19,2023.08.20,2023.08.20,"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",1시간 10분,만 3세 이상,"R석 39,600원, S석 26,400원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
최고다 호기심딱지 [창원],2023.08.26,2023.08.27,2023.08.27,"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",1시간 10분,만 3세 이상,"R석 39,600원, S석 26,400원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
최고다 호기심딱지 [익산],2023.07.29,2023.07.30,2023.07.30,"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",1시간 10분,만 3세 이상,"R석 39,600원, S석 26,400원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
이상한 나라의 앨리스 [하남],2023.07.22,2023.07.23,2023.07.23,"서예안, 임수정, 김병수, 김소정, 남연재, 김찬양, 차정호 등",1시간 10분,24개월 이상,"R석(앨리스석) 66,000원, S석(토끼석) 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
맘마미아! [창원],2023.08.18,2023.08.20,2023.08.20,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 김경선 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
"야구왕, 마린스!",2023.07.05,2023.07.16,2023.07.16,"이충현, 최유현, 유주헌, 이산, 정혜람, 진유찬, 김수로 등",1시간 20분,48개월 이상,"VIP석 70,000원, R석 50,000원, S석 30,000원",,뮤지컬,공연완료,"수요일 ~ 목요일(10:30), 금요일(19:30), 토요일(11:00,14:00), 일요일(11:00)"
핑크퐁과 아기상어의 생일파티 대소동 [용인],2023.07.08,2023.07.09,2023.07.09,"박해정, 김나정, 신상민, 김요한, 김지연",50분,24개월 이상,"R석 70,000원, S석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
"알로하, 나의 엄마들",2023.07.15,2023.08.19,2023.08.19,"이예은, 이혜란, 유연정, 정은영, 이수정, 이서영, 서유진 등",2시간 30분,만 7세 이상,"R석 100,000원, S석 80,000원, A석 50,000원, B석 30,000원",,뮤지컬,공연완료,"수요일 ~ 금요일(19:30), 토요일(14:00,19:00), 일요일(15:00)"
데스노트 [대구],2023.06.30,2023.07.16,2023.07.16,"홍광호, 고은성, 김준수, 김성철, 이영미, 장은아, 서경수 등",2시간 50분,만 13세 이상,"VIP석 160,000원, R석 140,000원, S석 110,000원, A석 80,000원, B석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00), 수요일(14:30,19:30), 일요일(14:00)"
레드북 [부산],2023.07.14,2023.07.16,2023.07.16,"옥주현, 박진주, 송원근, 신성민, 김성규, 박영수, 한보라 등",2시간 40분,만 13세 이상,"VIP석 132,000원, R석 121,000원, S석 110,000원, A석 99,000원, B석 77,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:30), 일요일(14:00)"
레드북 [대구],2023.07.21,2023.07.23,2023.07.23,"옥주현, 민경아, 송원근, 신성민, 김성규, 조풍래, 김국희 등",2시간 40분,만 13세 이상,"VIP석 132,000원, R석 121,000원, S석 110,000원, A석 99,000원, B석 77,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:30), 일요일(14:00)"
맘마미아! [청주],2023.08.11,2023.08.13,2023.08.13,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
맘마미아! [진주],2023.08.26,2023.08.27,2023.08.27,"최정원, 신영숙, 김환희, 최태이, 홍지민, 김영주, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"토요일(14:00,19:00), 일요일(14:00)"
"정동화, 20주년 단독 콘서트",2023.06.28,2023.06.29,2023.06.29,정동화,2시간,만 7세 이상,"R석 88,000원, S석 66,000원",,뮤지컬,공연완료,수요일 ~ 목요일(20:00)
미니특공대: 브이레인저스  [서울(앵콜)],2023.07.08,2023.07.16,2023.07.16,"조남규 , 김재범, 안혜란, 정세록, 김가람, 홍성혁, 송영훈 등",1시간 5분,24개월 이상,"VIP석 70,000원, R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일(11:00,14:00,17:00), 일요일(11:00,14:00)"
맘마미아! [대전],2023.06.30,2023.07.02,2023.07.02,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
맘마미아! [인천],2023.07.07,2023.07.09,2023.07.09,"최정원, 신영숙, 김환희, 최태이, 홍지민, 김영주, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
맘마미아! [용인],2023.07.28,2023.07.30,2023.07.30,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
멤피스,2023.07.20,2023.10.22,2023.10.22,"박강현, 고은성, 이창섭, 정선아, 유리아, 손승연, 최민철 등",2시간 30분,만 13세 이상,"VIP석 160,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"화요일 ~ 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(14:00,19:00)"
"태권, 날아올라",2023.07.14,2023.08.27,2023.08.27,"임동섭, 김진태, 전우태, 김종년, 권민수, 엄지민, 김용호 등",1시간 10분,48개월 이상,"VIP석 77,000원, R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00,19:30), 토요일(11:00,14:00,17:00), 일요일(11:00,14:00,17:00), HOL(11:00,14:00)"
멸화군,2023.06.23,2023.08.11,2023.08.11,"최재웅, 김민성, 이석준, 안유진, 김청아, 강동우, 구준모 등",2시간 15분,만 7세 이상,"R석 88,000원, S석 66,000원, A석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
오페라의 유령 [서울],2023.07.21,2023.11.19,2023.11.19,"조승우, 최재림, 김주택, 전동석, 손지수, 송은혜, 송원근 등",2시간 30분,만 7세 이상,"VIP석 190,000원, R석 160,000원, S석 130,000원, A석 90,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(14:30,19:30), 토요일 ~ 일요일(14:00,15:00,19:00), HOL(14:00,15:00,19:00)"
